dataset_row	predicted_ccsd	xyz_path
4163	-15801.7174020098	Structures/structure4163.xyz
4200	-15801.7174005599	Structures/structure4200.xyz
4310	-15801.7174010795	Structures/structure4310.xyz
4379	-15801.7174005103	Structures/structure4379.xyz
4390	-15801.7174015015	Structures/structure4390.xyz
4430	-15801.7174016039	Structures/structure4430.xyz
4498	-15801.7174013829	Structures/structure4498.xyz
4505	-15801.7172846889	Structures/structure4505.xyz
4632	-15801.7172703484	Structures/structure4632.xyz
4687	-15801.7174002574	Structures/structure4687.xyz
4715	-15801.7173999519	Structures/structure4715.xyz
4721	-15801.7174006316	Structures/structure4721.xyz
4732	-15801.7174021400	Structures/structure4732.xyz
4764	-15801.7173998942	Structures/structure4764.xyz
4770	-15801.7174012016	Structures/structure4770.xyz
4841	-15801.7173998593	Structures/structure4841.xyz
4857	-15801.7174015999	Structures/structure4857.xyz
4976	-15801.7174009672	Structures/structure4976.xyz
5038	-15801.7172705573	Structures/structure5038.xyz
5041	-15801.7174007416	Structures/structure5041.xyz
5123	-15801.7174012891	Structures/structure5123.xyz
5138	-15801.7174017271	Structures/structure5138.xyz
5166	-15801.7174020436	Structures/structure5166.xyz
5204	-15801.7174010406	Structures/structure5204.xyz
5232	-15801.7174001206	Structures/structure5232.xyz
5244	-15801.7174004075	Structures/structure5244.xyz
5259	-15801.7174006665	Structures/structure5259.xyz
5321	-15801.7174011463	Structures/structure5321.xyz
5348	-15801.7172995801	Structures/structure5348.xyz
5417	-15801.7172803452	Structures/structure5417.xyz
5425	-15801.7174012517	Structures/structure5425.xyz
5469	-15801.7174015554	Structures/structure5469.xyz
5496	-15801.7174015230	Structures/structure5496.xyz
5555	-15801.7174015812	Structures/structure5555.xyz
