dataset_row	predicted_ccsd	xyz_path
4190	-3124.2657148031	Structures/structure4190.xyz
4229	-3124.2657772342	Structures/structure4229.xyz
4265	-3124.2657118683	Structures/structure4265.xyz
4280	-3124.2657692511	Structures/structure4280.xyz
4302	-3124.2657814804	Structures/structure4302.xyz
4303	-3124.2657081404	Structures/structure4303.xyz
4332	-3124.2657826724	Structures/structure4332.xyz
4353	-3124.2656958022	Structures/structure4353.xyz
4356	-3124.2657020650	Structures/structure4356.xyz
4359	-3124.2656998193	Structures/structure4359.xyz
4382	-3124.2657816089	Structures/structure4382.xyz
4400	-3124.2657759171	Structures/structure4400.xyz
4408	-3124.2657771948	Structures/structure4408.xyz
4436	-3124.2657006750	Structures/structure4436.xyz
4440	-3124.2657151082	Structures/structure4440.xyz
4446	-3124.2656949802	Structures/structure4446.xyz
4470	-3124.2657158918	Structures/structure4470.xyz
4504	-3124.2657770842	Structures/structure4504.xyz
4566	-3124.2657804656	Structures/structure4566.xyz
4591	-3124.2657322255	Structures/structure4591.xyz
4604	-3124.2657130357	Structures/structure4604.xyz
4611	-3124.2657190291	Structures/structure4611.xyz
4616	-3124.2657324570	Structures/structure4616.xyz
4649	-3124.2657049685	Structures/structure4649.xyz
4715	-3124.2657710015	Structures/structure4715.xyz
4748	-3124.2657256015	Structures/structure4748.xyz
4749	-3124.2657803971	Structures/structure4749.xyz
4760	-3124.2657021891	Structures/structure4760.xyz
4783	-3124.2656957602	Structures/structure4783.xyz
4789	-3124.2657779395	Structures/structure4789.xyz
4822	-3124.2657149013	Structures/structure4822.xyz
4864	-3124.2657801541	Structures/structure4864.xyz
4905	-3124.2657083602	Structures/structure4905.xyz
4909	-3124.2656953849	Structures/structure4909.xyz
4922	-3124.2656981005	Structures/structure4922.xyz
4930	-3124.2656975622	Structures/structure4930.xyz
4940	-3124.2657019220	Structures/structure4940.xyz
4952	-3124.2657018656	Structures/structure4952.xyz
4999	-3124.2657528510	Structures/structure4999.xyz
5043	-3124.2657796267	Structures/structure5043.xyz
5049	-3124.2657806116	Structures/structure5049.xyz
5082	-3124.2657749770	Structures/structure5082.xyz
5087	-3124.2657726978	Structures/structure5087.xyz
5100	-3124.2657271445	Structures/structure5100.xyz
5106	-3124.2657436388	Structures/structure5106.xyz
5122	-3124.2657256537	Structures/structure5122.xyz
5125	-3124.2657687638	Structures/structure5125.xyz
5133	-3124.2657704357	Structures/structure5133.xyz
5195	-3124.2657024643	Structures/structure5195.xyz
5215	-3124.2657689539	Structures/structure5215.xyz
5225	-3124.2657786654	Structures/structure5225.xyz
5245	-3124.2657760344	Structures/structure5245.xyz
5308	-3124.2657324842	Structures/structure5308.xyz
5320	-3124.2657750457	Structures/structure5320.xyz
5326	-3124.2656989234	Structures/structure5326.xyz
5355	-3124.2657798157	Structures/structure5355.xyz
5374	-3124.2657479219	Structures/structure5374.xyz
5391	-3124.2657146730	Structures/structure5391.xyz
5405	-3124.2657683857	Structures/structure5405.xyz
5413	-3124.2657725310	Structures/structure5413.xyz
5421	-3124.2657677111	Structures/structure5421.xyz
5422	-3124.2657056503	Structures/structure5422.xyz
5434	-3124.2657140458	Structures/structure5434.xyz
5468	-3124.2657761059	Structures/structure5468.xyz
5482	-3124.2657209602	Structures/structure5482.xyz
5485	-3124.2657300690	Structures/structure5485.xyz
5518	-3124.2657060493	Structures/structure5518.xyz
5526	-3124.2657768838	Structures/structure5526.xyz
5544	-3124.2657778001	Structures/structure5544.xyz
5554	-3124.2657774488	Structures/structure5554.xyz
5585	-3124.2657668643	Structures/structure5585.xyz
5612	-3124.2657770687	Structures/structure5612.xyz
5654	-3124.2657261051	Structures/structure5654.xyz
5660	-3124.2657748967	Structures/structure5660.xyz
5677	-3124.2657234211	Structures/structure5677.xyz
5688	-3124.2656991911	Structures/structure5688.xyz
5690	-3124.2657070549	Structures/structure5690.xyz
5710	-3124.2657298771	Structures/structure5710.xyz
5713	-3124.2657702158	Structures/structure5713.xyz
