dataset_row	predicted_ccsd	xyz_path
3578	-3124.2659899267	Structures_reordered/structure3578.xyz
3581	-3124.2660012675	Structures_reordered/structure3581.xyz
3588	-3124.2660260270	Structures_reordered/structure3588.xyz
3601	-3124.2658460045	Structures_reordered/structure3601.xyz
3602	-3124.2659976033	Structures_reordered/structure3602.xyz
3664	-3124.2660089365	Structures_reordered/structure3664.xyz
3684	-3124.2657950156	Structures_reordered/structure3684.xyz
3689	-3124.2660125091	Structures_reordered/structure3689.xyz
3691	-3124.2658408733	Structures_reordered/structure3691.xyz
3708	-3124.2657656673	Structures_reordered/structure3708.xyz
3734	-3124.2658074949	Structures_reordered/structure3734.xyz
3758	-3124.2660243427	Structures_reordered/structure3758.xyz
3773	-3124.2659734670	Structures_reordered/structure3773.xyz
3804	-3124.2657758321	Structures_reordered/structure3804.xyz
3826	-3124.2658249564	Structures_reordered/structure3826.xyz
3834	-3124.2660105326	Structures_reordered/structure3834.xyz
3845	-3124.2660181610	Structures_reordered/structure3845.xyz
3866	-3124.2659881456	Structures_reordered/structure3866.xyz
3880	-3124.2660158448	Structures_reordered/structure3880.xyz
3893	-3124.2657994218	Structures_reordered/structure3893.xyz
3910	-3124.2660143592	Structures_reordered/structure3910.xyz
3919	-3124.2660130897	Structures_reordered/structure3919.xyz
4041	-3124.2658152390	Structures_reordered/structure4041.xyz
4079	-3124.2657905678	Structures_reordered/structure4079.xyz
4105	-3124.2660194881	Structures_reordered/structure4105.xyz
4106	-3124.2657631494	Structures_reordered/structure4106.xyz
4122	-3124.2660170132	Structures_reordered/structure4122.xyz
4135	-3124.2660300418	Structures_reordered/structure4135.xyz
4147	-3124.2659068643	Structures_reordered/structure4147.xyz
4166	-3124.2660266389	Structures_reordered/structure4166.xyz
4189	-3124.2660247699	Structures_reordered/structure4189.xyz
4214	-3124.2657694697	Structures_reordered/structure4214.xyz
4229	-3124.2660520029	Structures_reordered/structure4229.xyz
4280	-3124.2660060110	Structures_reordered/structure4280.xyz
4302	-3124.2660118605	Structures_reordered/structure4302.xyz
4311	-3124.2660017396	Structures_reordered/structure4311.xyz
4381	-3124.2660263010	Structures_reordered/structure4381.xyz
4399	-3124.2660110409	Structures_reordered/structure4399.xyz
4407	-3124.2659993163	Structures_reordered/structure4407.xyz
4424	-3124.2660204734	Structures_reordered/structure4424.xyz
4439	-3124.2657695204	Structures_reordered/structure4439.xyz
4573	-3124.2660204964	Structures_reordered/structure4573.xyz
4610	-3124.2658106477	Structures_reordered/structure4610.xyz
4615	-3124.2659414623	Structures_reordered/structure4615.xyz
4709	-3124.2660240932	Structures_reordered/structure4709.xyz
4714	-3124.2659844565	Structures_reordered/structure4714.xyz
4748	-3124.2660214633	Structures_reordered/structure4748.xyz
4759	-3124.2658843210	Structures_reordered/structure4759.xyz
4919	-3124.2660211089	Structures_reordered/structure4919.xyz
4929	-3124.2658874173	Structures_reordered/structure4929.xyz
4939	-3124.2657774505	Structures_reordered/structure4939.xyz
5020	-3124.2658119898	Structures_reordered/structure5020.xyz
5037	-3124.2660247863	Structures_reordered/structure5037.xyz
5042	-3124.2660508519	Structures_reordered/structure5042.xyz
5048	-3124.2660222552	Structures_reordered/structure5048.xyz
5086	-3124.2660176386	Structures_reordered/structure5086.xyz
5099	-3124.2658463351	Structures_reordered/structure5099.xyz
5105	-3124.2657796571	Structures_reordered/structure5105.xyz
5114	-3124.2658441171	Structures_reordered/structure5114.xyz
5121	-3124.2658746416	Structures_reordered/structure5121.xyz
5124	-3124.2660123560	Structures_reordered/structure5124.xyz
5132	-3124.2659924308	Structures_reordered/structure5132.xyz
5214	-3124.2659889059	Structures_reordered/structure5214.xyz
5224	-3124.2660393455	Structures_reordered/structure5224.xyz
5229	-3124.2660032881	Structures_reordered/structure5229.xyz
5244	-3124.2660178768	Structures_reordered/structure5244.xyz
5319	-3124.2660041477	Structures_reordered/structure5319.xyz
5354	-3124.2660326928	Structures_reordered/structure5354.xyz
5373	-3124.2658330632	Structures_reordered/structure5373.xyz
5390	-3124.2658301964	Structures_reordered/structure5390.xyz
5404	-3124.2660043445	Structures_reordered/structure5404.xyz
5412	-3124.2660116618	Structures_reordered/structure5412.xyz
5420	-3124.2659985763	Structures_reordered/structure5420.xyz
5433	-3124.2657958887	Structures_reordered/structure5433.xyz
5467	-3124.2660109598	Structures_reordered/structure5467.xyz
5525	-3124.2659953633	Structures_reordered/structure5525.xyz
5543	-3124.2660195570	Structures_reordered/structure5543.xyz
5547	-3124.2658053092	Structures_reordered/structure5547.xyz
5553	-3124.2660241201	Structures_reordered/structure5553.xyz
5584	-3124.2659924388	Structures_reordered/structure5584.xyz
5611	-3124.2659968446	Structures_reordered/structure5611.xyz
5659	-3124.2660002776	Structures_reordered/structure5659.xyz
5676	-3124.2658566671	Structures_reordered/structure5676.xyz
5691	-3124.2658087609	Structures_reordered/structure5691.xyz
5696	-3124.2657790327	Structures_reordered/structure5696.xyz
5709	-3124.2657874441	Structures_reordered/structure5709.xyz
5712	-3124.2660033246	Structures_reordered/structure5712.xyz
